Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
EIF2B3	gene	EIF2B3	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Childhood ataxia with central nervous system hypomyelination/vanishing white matter disease						False	3	0;0;0	22.7	False		ENSG00000070785	ENSG00000070785	HGNC:3259													
EIF2B4	gene	EIF2B4	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Childhood ataxia with central nervous system hypomyelination/vanishing white matter disease						False	3	0;0;0	22.7	False		ENSG00000115211	ENSG00000115211	HGNC:3260													
EIF2B5	gene	EIF2B5	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Childhood ataxia with central nervous system hypomyelination/vanishing white matter disease						False	3	0;0;0	22.7	False		ENSG00000145191	ENSG00000145191	HGNC:3261													
ELOVL4	gene	ELOVL4	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Spinocerebellar ataxia 34				24566826;26010696		False	3	0;0;0	22.7	False		ENSG00000118402	ENSG00000118402	HGNC:14415													
EOGT	gene	EOGT	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Adams-Oliver syndrome 4 OMIM:615297;Adams-Oliver syndrome 4 MONDO:0014124				23522784;31368252;29924900		False	3	100;0;0	22.7	False		ENSG00000163378	ENSG00000163378	HGNC:28526													
EPM2A	gene	EPM2A	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Myoclonic epilepsy of Lafora 1, OMIM:254780				27604308;10932264;14722920		False	3	0;0;0	22.7	False		ENSG00000112425	ENSG00000112425	HGNC:3413													
EVC	gene	EVC	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Ellis-van Creveld syndrome, OMIM:225500						False	3	0;0;0	22.7	False		ENSG00000072840	ENSG00000072840	HGNC:3497													
EVC2	gene	EVC2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Ellis-van Creveld syndrome, 225500;Weyers acrofacial dysostosis, 193530						False	3	0;0;0	22.7	False		ENSG00000173040	ENSG00000173040	HGNC:19747													
EXOC3L2	gene	EXOC3L2	Expert Review Green;NHS GMS;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Brain malformation renal syndrome, OMIM:620943				28749478;27894351;30327448;34974531		False	3	50;25;25	22.7	False		ENSG00000130201	ENSG00000283632	HGNC:30162													
EXOSC3	gene	EXOSC3	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia, type 1B, OMIM:614678				PMID: 24524299;PMID: 23284067;PMID: 22544365;PMID: 23564332		False	3	0;0;0	22.7	False		ENSG00000107371	ENSG00000107371	HGNC:17944													
EXT1	gene	EXT1	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Exostoses, multiple, type 1 133700;Multiple exostoses type I (Disorders of protein O-glycosylation, O-xylosylglycan synthesis deficiencies)				12417417		False	3	100;0;0	22.7	False		ENSG00000182197	ENSG00000182197	HGNC:3512													
EXT2	gene	EXT2	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	?Seizures, scoliosis, and macrocephaly syndrome 616682; Exostoses, multiple, type 2 133701; Multiple exostoses type II (Disorders of protein O-glycosylation, O-xylosylglycan synthesis deficiencies)				12417417		False	3	100;0;0	22.7	False		ENSG00000151348	ENSG00000151348	HGNC:3513													
FA2H	gene	FA2H	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 35, autosomal recessive OMIM:612319;hereditary spastic paraplegia 35 MONDO:0012866				31135052;31837835;30446360;22965561;21592092		False	3	100;0;0	22.7	False		ENSG00000103089	ENSG00000103089	HGNC:21197													
FAM149B1	gene	FAM149B1	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 36, OMIM:618763				30905400;34828254		False	3	67;33;0	22.7	False		ENSG00000138286	ENSG00000138286	HGNC:29162													
FBXL4	gene	FBXL4	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type) OMIM:615471;mitochondrial DNA depletion syndrome 13 MONDO:0014198				28383868		False	3	100;0;0	22.7	False		ENSG00000112234	ENSG00000112234	HGNC:13601													
FDXR	gene	FDXR	Expert Review Green;NHS GMS;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Multiple mitochondrial dysfunctions syndrome 9B, OMIM:620887				37046037		False	3	100;0;0	22.7	False		ENSG00000161513	ENSG00000161513	HGNC:3642													
FEM1C	gene	FEM1C	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Ataxia, HP:0001251				36336956		False	3	100;0;0	22.7	False		ENSG00000145780	ENSG00000145780	HGNC:16933													
FGF14	gene	FGF14	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Spinocerebellar ataxia 27						False	3	0;0;0	22.7	False		ENSG00000102466	ENSG00000102466	HGNC:3671													
FKRP	gene	FKRP	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type				15121789		False	3	0;0;0	22.7	False		ENSG00000181027	ENSG00000181027	HGNC:17997													
FKRP	gene	FKRP	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 5 613153;Muscular dystrophy-dystroglycanopathy (congenital with or without mental retardation), type B, 5 606612;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 5 607155				27421908		False	3	100;0;0	22.7	False		ENSG00000181027	ENSG00000181027	HGNC:17997													
FKTN	gene	FKTN	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Fukuyama Congenital Muscular Dystrophy;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type;Fukuyama congenital muscular dystrophy				9690476;10545611		False	3	0;0;0	22.7	False		ENSG00000106692	ENSG00000106692	HGNC:3622													
FKTN	gene	FKTN	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 4 253800;Muscular dystrophy-dystroglycanopathy (congenital without mental retardation), type B, 4 613152;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 4 611588;Fukutin deficiency (Disorders of protein O-glycosylation,  O-mannosylglycan synthesis deficiencies)				27421908		False	3	100;0;0	22.7	False		ENSG00000106692	ENSG00000106692	HGNC:3622													
FLVCR1	gene	FLVCR1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Posterior Column Ataxia with Retinitis Pigmentosa;Ataxia, posterior column, with retinitis pigmentosa,						False	3	0;0;0	22.7	False		ENSG00000162769	ENSG00000162769	HGNC:24682													
FOLR1	gene	FOLR1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Neurodegeneration due to cerebral folate transport deficiency, 613068						False	3	0;0;0	22.7	False		ENSG00000110195	ENSG00000110195	HGNC:3791													
FRMD5	gene	FRMD5	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder with eye movement abnormalities and ataxia, OMIM:620094				36206744		False	3	100;0;0	22.7	False		ENSG00000171877	ENSG00000171877	HGNC:28214													
FUK	gene	FUK	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation with defective fucosylation 2 OMIM:618324;congenital disorder of glycosylation with defective fucosylation 2 MONDO:0020777				30503518;35718084;36426412		False	3	50;50;0	22.7	False		ENSG00000157353	ENSG00000157353	HGNC:29500													
FUT8	gene	FUT8	Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation with defective fucosylation, 618005				29304374		False	3	100;0;0	22.7	False		ENSG00000033170	ENSG00000033170	HGNC:4019													
FXN	gene	FXN	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Friedreich ataxia OMIM:229300;Friedreich ataxia with retained reflexes OMIM:229300;Friedreich ataxia 1 MONDO:0100340						False	3	0;0;0	22.7	False		ENSG00000165060	ENSG00000165060	HGNC:3951													
G6PC3	gene	G6PC3	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Dursun syndrome OMIM:612541;Neutropenia, severe congenital 4, autosomal recessive OMIM:612541;autosomal recessive severe congenital neutropenia due to G6PC3 deficiency MONDO:0012930				19118303;21385794;20616219		False	3	100;0;0	22.7	False		ENSG00000141349	ENSG00000141349	HGNC:24861													
GALNT2	gene	GALNT2	Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital disorder of glycosylation, type IIt 618885				27508872;32293671		False	3	100;0;0	22.7	False		ENSG00000143641	ENSG00000143641	HGNC:4124													
GALNT3	gene	GALNT3	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Tumoral calcinosis, hyperphosphatemic, familial 211900;Polypeptide N-acetylgalactosaminyl transferase deficiency (Disorders of protein O-glycosylation, O-N-acetylgalactosaminylglycan synthesis deficiencies)				15133511		False	3	100;0;0	22.7	False		ENSG00000115339	ENSG00000115339	HGNC:4125													
GBA2	gene	GBA2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 46, autosomal recessive, 614409				23332916		False	3	0;0;0	22.7	False		ENSG00000070610	ENSG00000070610	HGNC:18986													
GEMIN5	gene	GEMIN5	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with cerebellar atrophy and motor dysfunction, OMIM:619333				33963192		False	3	100;0;0	22.7	False		ENSG00000082516	ENSG00000082516	HGNC:20043													
GFAP	gene	GFAP	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Autosomal Dominant Ataxia;Alexander disease						False	3	0;0;0	22.7	False		ENSG00000131095	ENSG00000131095	HGNC:4235													
GFPT1	gene	GFPT1	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	 Myasthenia, congenital, 12, with tubular aggregates(Disorders of protein N-glycosylation)  610542				23569079		False	3	100;0;0	22.7	False		ENSG00000198380	ENSG00000198380	HGNC:4241													
GJC2	gene	GJC2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 2;Autosomal Recessive Ataxia						False	3	0;0;0	22.7	False		ENSG00000198835	ENSG00000198835	HGNC:17494													
GLI3	gene	GLI3	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Greig cephalopolysyndactyly syndrome, OMIM:175700;Pallister-Hall syndrome, OMIM:146510						False	3	0;0;0	22.7	False		ENSG00000106571	ENSG00000106571	HGNC:4319													
GMPPA	gene	GMPPA	Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Alacrima, achalasia, and mental retardation syndrome (MIM# 615510)				24035193;28574218		False	3	100;0;0	22.7	False		ENSG00000144591	ENSG00000144591	HGNC:22923													
GMPPB	gene	GMPPB	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14 OMIM:615350;muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14 MONDO:0014140				23768512		False	3	0;0;0	22.7	False		ENSG00000173540	ENSG00000173540	HGNC:22932													
GMPPB	gene	GMPPB	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14 OMIM:615350;muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14 MONDO:0014140;Muscular dystrophy-dystroglycanopathy (congenital with mental retardation), type B, 14	 OMIM:615351;muscular dystrophy-dystroglycanopathy (congenital with intellectual disability), type B14 MONDO:0014141;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 14 OMIM:615352;autosomal recessive limb-girdle muscular dystrophy type 2T MONDO:0014142"				28456886;27874200;25681410;26133662;23768512		False	3	100;0;0	22.7	False		ENSG00000173540	ENSG00000173540	HGNC:22932													
GNE	gene	GNE	Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Literature;Illumina TruGenome Clinical Sequencing Services;Emory Genetics Laboratory	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Nonaka myopathy 605820;ADUDP-GlcNAc epimerase/kinase deficiency (Disorders of multiple glycosylation and other glycosylation pathways)				26721333		False	3	100;0;0	22.7	False		ENSG00000159921	ENSG00000159921	HGNC:23657													
GORAB	gene	GORAB	NHS GMS;Expert Review Green;UKGTN;Radboud University Medical Center, Nijmegen;Emory Genetics Laboratory;Illumina TruGenome Clinical Sequencing Services;Research	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Geroderma osteodysplasticum OMIM:231070;geroderma osteodysplastica MONDO:0009271				26000619;18348262;28807865;30631079		False	3	75;0;25	22.7	False		ENSG00000120370	ENSG00000120370	HGNC:25676													
GOSR2	gene	GOSR2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 6, 614018				24285620;21549339;20301317		False	3	0;0;0	22.7	False		ENSG00000108433	ENSG00000108433	HGNC:4431													
GPAA1	gene	GPAA1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Glycosylphosphatidylinositol biosynthesis defect 15, 617810				29100095;24896178		False	3	0;0;0	22.7	False		ENSG00000197858	ENSG00000197858	HGNC:4446													
GRID2	gene	GRID2	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 18, 616204				25841024		False	3	0;0;0	22.7	False		ENSG00000152208	ENSG00000152208	HGNC:4576													
GRM1	gene	GRM1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia 44, OMIM:617691;Spinocerebellar ataxia, autosomal recessive 13, OMIM:614831				22901947;26308914;31319223;36140834;28886343		False	3	0;0;0	22.7	False		ENSG00000152822	ENSG00000152822	HGNC:4593													
GRN	gene	GRN	Expert Review Green;NHS GMS;London North GLH	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	"Ceroid lipofuscinosis, neuronal, 11	OMIM:614706;neuronal ceroid lipofuscinosis 11 MONDO:0013866"				22608501;27021778;28000352;28404863;30922528;31855245		False	3	67;33;0	22.7	False		ENSG00000030582	ENSG00000030582	HGNC:4601													
HEXA	gene	HEXA	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	GM2-gangliosidosis, several forms, 272800;Tay-Sachs disease, 272800						False	3	0;0;0	22.7	False		ENSG00000213614	ENSG00000213614	HGNC:4878													
HEXB	gene	HEXB	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Sandhoff disease, infantile, juvenile, and adult forms, OMIM:268800						False	3	0;0;0	22.7	False		ENSG00000049860	ENSG00000049860	HGNC:4879													
HMBS	gene	HMBS	Expert Review Green;NHS GMS;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy, HP:0002352;cerebellar ataxia, MONDO:0000437				1577472;15828996;27558376;34089223		False	3	100;0;0	22.7	False		ENSG00000256269	ENSG00000256269	HGNC:4982													
HYLS1	gene	HYLS1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Hydrolethalus syndrome, 236680				26830932 - report in two siblings with Joubert syndrome;19656802 - impairment in ciligenesis;18648327 - Hydrolethalus syndrome;15843405 - Hydrolethalus syndrome		False	3	0;0;0	22.7	False		ENSG00000198331	ENSG00000198331	HGNC:26558													
ICK	gene	ICK	Expert Review Green;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Endocrine-cerebroosteodysplasia, OMIM:612651;Endocrine-cerebro-osteodysplasia syndrome, MONDO:0012980				19185282;27069622;27466187		False	3	0;0;0	22.7	False		ENSG00000112144	ENSG00000112144	HGNC:21219													
IFT74	gene	IFT74	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 40, OMIM:619582;Joubert syndrome 40, MONDO:0030462				33531668		False	3	100;0;0	22.7	False		ENSG00000096872	ENSG00000096872	HGNC:21424													
INPP5E	gene	INPP5E	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome;Joubert syndrome 1				23386033;26748598		False	3	100;0;0	22.7	False		ENSG00000148384	ENSG00000148384	HGNC:21474													
INTS11	gene	INTS11	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities, OMIM:620428				37054711		False	3	100;0;0	22.7	False		ENSG00000127054	ENSG00000127054	HGNC:26052													
IRF2BPL	gene	IRF2BPL	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures OMIM:618088;neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures MONDO:0060759				30057031;28135719;25363768;30166628		False	3	100;0;0	22.7	False		ENSG00000119669	ENSG00000119669	HGNC:14282													
ISPD	gene	ISPD	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type				22522420		False	3	0;0;0	22.7	False		ENSG00000214960	ENSG00000214960	HGNC:37276													
ISPD	gene	ISPD	Expert Review Green;UKGTN;Emory Genetics Laboratory;Illumina TruGenome Clinical Sequencing Services;Radboud University Medical Center, Nijmegen;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	"Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 7	614643;Muscular dystrophy-dystroglycanopathy (limb-girdle), type C, 7	616052"				26404900;26687144		False	3	100;0;0	22.7	False		ENSG00000214960	ENSG00000214960	HGNC:37276													
ITPR1	gene	ITPR1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Spinocerebellar ataxia 29;Gillespie syndrome 206700;Spinocerebellar ataxia 15;Spinocerebellar ataxia 29, congenital nonprogressive						False	3	0;0;0	22.7	False	Other - please provide details in the comments	ENSG00000150995	ENSG00000150995	HGNC:6180													
KCNA1	gene	KCNA1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Episodic ataxia/myokymia syndrome,						False	3	0;0;0	22.7	False		ENSG00000111262	ENSG00000111262	HGNC:6218													
KCNA2	gene	KCNA2	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 32 OMIM:616366;developmental and epileptic encephalopathy, 32 MONDO:0014607				25751627;28032718;25477152;29050392		False	3	100;0;0	22.7	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000177301	ENSG00000177301	HGNC:6220													
KCNC3	gene	KCNC3	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 13						False	3	0;0;0	22.7	False		ENSG00000131398	ENSG00000131398	HGNC:6235													
KCND3	gene	KCND3	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellarataxia19,607346						False	3	0;0;0	22.7	False		ENSG00000171385	ENSG00000171385	HGNC:6239													
KCNJ10	gene	KCNJ10	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Seizures, Sensorineural Deafness, Ataxia, Mental Retardation, and Electrolyte Imbalance Syndrome						False	3	0;0;0	22.7	False		ENSG00000177807	ENSG00000177807	HGNC:6256													
KCNN2	gene	KCNN2	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Intellectual disability;seizures;movement disorder				33242881		False	3	100;0;0	22.7	False		ENSG00000080709	ENSG00000080709	HGNC:6291													
KIAA0586	gene	KIAA0586	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 23;Joubert syndrome;Short-rib thoracic dysplasia 14 with polydactyly;Short-rib dysplasia 14 with polydactyly				26096313		False	3	100;0;0	22.7	False		ENSG00000100578	ENSG00000100578	HGNC:19960													
KIAA0753	gene	KIAA0753	Expert Review Green;Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Orofaciodigital syndrome XV   617127				26643951		False	3	50;0;50	22.7	False		ENSG00000198920	ENSG00000198920	HGNC:29110													
KIF1A	gene	KIF1A	NHS GMS;Expert Review Green;Literature	Hereditary ataxia and cerebellar anomalies - childhood onset			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spastic paraplegia 30, autosomal dominant, OMIM:610357;Spastic paraplegia 30, autosomal recessive, OMIM:610357;NESCAV syndrome, OMIM:614255				22258533;28332297;25265257;26125038;26354034;31805580;32096284;32737135;32746806;34121983;https://doi.org/10.1016/j.ejpn.2017.04.926		False	3	100;0;0	22.7	False		ENSG00000130294	ENSG00000130294	HGNC:888													
KIF1C	gene	KIF1C	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Spastic ataxia 2, autosomal recessive, OMIM:611302				24319291;24482476;24808017;29544888;31413903		False	3	0;0;0	22.7	False		ENSG00000129250	ENSG00000129250	HGNC:6317													
KIF7	gene	KIF7	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Joubert syndrome 12   200990;Acrocallosal syndrome   200990				21633164		False	3	100;0;0	22.7	False		ENSG00000166813	ENSG00000166813	HGNC:30497													
LAMA1	gene	LAMA1	NHS GMS;Expert Review Green;Expert list	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Poretti-Boltshauser syndrome OMIM:615960;ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome MONDO:0014419				25105227		False	3	100;0;0	22.7	False		ENSG00000101680	ENSG00000101680	HGNC:6481													
LAMA1	gene	LAMA1	NHS GMS;Expert Review Green;Expert Review	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Poretti-Boltshauser syndrome OMIM:615960;ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome MONDO:0014419				25105227;34423300		False	3	100;0;0	22.7	False		ENSG00000101680	ENSG00000101680	HGNC:6481													
LARGE1	gene	LARGE1	Expert Review Green	Hereditary ataxia and cerebellar anomalies - childhood onset			BIALLELIC, autosomal or pseudoautosomal	Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type				17436019, 24709677		False	3	0;0;0	22.7	False		ENSG00000133424	ENSG00000133424	HGNC:6511													
