Entity Name	Entity type	Gene Symbol	Sources(; separated)	Level4	Level3	Level2	Model_Of_Inheritance	Phenotypes	Omim	Orphanet	HPO	Publications	Description	Flagged	GEL_Status	UserRatings_Green_amber_red	version	ready	Mode of pathogenicity	EnsemblId(GRch37)	EnsemblId(GRch38)	HGNC	Position Chromosome	Position GRCh37 Start	Position GRCh37 End	Position GRCh38 Start	Position GRCh38 End	STR Repeated Sequence	STR Normal Repeats	STR Pathogenic Repeats	Region Haploinsufficiency Score	Region Triplosensitivity Score	Region Required Overlap Percentage	Region Variant Type	Region Verbose Name
FRMD5	gene	FRMD5	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Neurodevelopmental disorder with eye movement abnormalities and ataxia, OMIM:620094				36206744		False	3	100;0;0	8.3	False		ENSG00000171877	ENSG00000171877	HGNC:28214													
FXN	gene	FXN	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Friedreich ataxia OMIM:229300;Friedreich ataxia with retained reflexes OMIM:229300;Friedreich ataxia 1 MONDO:0100340						False	3	0;0;0	8.3	False		ENSG00000165060	ENSG00000165060	HGNC:3951													
GBA2	gene	GBA2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 46, autosomal recessive, 614409				23332916		False	3	0;0;0	8.3	False		ENSG00000070610	ENSG00000070610	HGNC:18986													
GEMIN5	gene	GEMIN5	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with cerebellar atrophy and motor dysfunction, OMIM:619333				33963192		False	3	100;0;0	8.3	False		ENSG00000082516	ENSG00000082516	HGNC:20043													
GFAP	gene	GFAP	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Autosomal Dominant Ataxia;Alexander disease						False	3	0;0;0	8.3	False		ENSG00000131095	ENSG00000131095	HGNC:4235													
GJC2	gene	GJC2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 2;Autosomal Recessive Ataxia						False	3	0;0;0	8.3	False		ENSG00000198835	ENSG00000198835	HGNC:17494													
GMPPB	gene	GMPPB	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 14 OMIM:615350;muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A14 MONDO:0014140				23768512		False	3	0;0;0	8.3	False		ENSG00000173540	ENSG00000173540	HGNC:22932													
GOSR2	gene	GOSR2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 6, 614018				24285620;21549339;20301317		False	3	0;0;0	8.3	False		ENSG00000108433	ENSG00000108433	HGNC:4431													
GPAA1	gene	GPAA1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Glycosylphosphatidylinositol biosynthesis defect 15, 617810				29100095;24896178		False	3	0;0;0	8.3	False		ENSG00000197858	ENSG00000197858	HGNC:4446													
GRID2	gene	GRID2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 18, 616204				25841024		False	3	0;0;0	8.3	False		ENSG00000152208	ENSG00000152208	HGNC:4576													
GRM1	gene	GRM1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia 44, OMIM:617691;Spinocerebellar ataxia, autosomal recessive 13, OMIM:614831				22901947;26308914;31319223;36140834;28886343		False	3	0;0;0	8.3	False		ENSG00000152822	ENSG00000152822	HGNC:4593													
GRN	gene	GRN	Expert Review Green;London North GLH;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	"Ceroid lipofuscinosis, neuronal, 11	OMIM:614706;neuronal ceroid lipofuscinosis 11 MONDO:0013866"				22608501;27021778;28000352;28404863;30922528;31855245		False	3	67;33;0	8.3	False		ENSG00000030582	ENSG00000030582	HGNC:4601													
HEXA	gene	HEXA	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	GM2-gangliosidosis, several forms, 272800;Tay-Sachs disease, 272800						False	3	0;0;0	8.3	False		ENSG00000213614	ENSG00000213614	HGNC:4878													
HEXB	gene	HEXB	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Sandhoff disease, infantile, juvenile, and adult forms, OMIM:268800						False	3	0;0;0	8.3	False		ENSG00000049860	ENSG00000049860	HGNC:4879													
HMBS	gene	HMBS	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Leukoencephalopathy, HP:0002352;cerebellar ataxia, MONDO:0000437				1577472;15828996;27558376;34089223		False	3	100;0;0	8.3	False		ENSG00000256269	ENSG00000256269	HGNC:4982													
INTS11	gene	INTS11	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with motor and language delay, ocular defects, and brain abnormalities, OMIM:620428				37054711		False	3	100;0;0	8.3	False		ENSG00000127054	ENSG00000127054	HGNC:26052													
IRF2BPL	gene	IRF2BPL	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures OMIM:618088;neurodevelopmental disorder with regression, abnormal movements, loss of speech, and seizures MONDO:0060759				30057031;28135719;25363768;30166628		False	3	100;0;0	8.3	False		ENSG00000119669	ENSG00000119669	HGNC:14282													
ISPD	gene	ISPD	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type				22522420		False	3	0;0;0	8.3	False		ENSG00000214960	ENSG00000214960	HGNC:37276													
ITPR1	gene	ITPR1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BOTH monoallelic and biallelic (but BIALLELIC mutations cause a more SEVERE disease form), autosomal or pseudoautosomal	Spinocerebellar ataxia 29;Gillespie syndrome 206700;Spinocerebellar ataxia 15;Spinocerebellar ataxia 29, congenital nonprogressive						False	3	0;0;0	8.3	False	Other - please provide details in the comments	ENSG00000150995	ENSG00000150995	HGNC:6180													
KCNA1	gene	KCNA1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Episodic ataxia/myokymia syndrome,						False	3	0;0;0	8.3	False		ENSG00000111262	ENSG00000111262	HGNC:6218													
KCNA2	gene	KCNA2	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Developmental and epileptic encephalopathy 32 OMIM:616366;developmental and epileptic encephalopathy, 32 MONDO:0014607				25751627;28032718;25477152;29050392		False	3	100;0;0	8.3	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000177301	ENSG00000177301	HGNC:6220													
KCNC3	gene	KCNC3	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 13						False	3	0;0;0	8.3	False		ENSG00000131398	ENSG00000131398	HGNC:6235													
KCND3	gene	KCND3	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellarataxia19,607346						False	3	0;0;0	8.3	False		ENSG00000171385	ENSG00000171385	HGNC:6239													
KCNJ10	gene	KCNJ10	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Seizures, Sensorineural Deafness, Ataxia, Mental Retardation, and Electrolyte Imbalance Syndrome						False	3	0;0;0	8.3	False		ENSG00000177807	ENSG00000177807	HGNC:6256													
KCNN2	gene	KCNN2	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Intellectual disability;seizures;movement disorder				33242881		False	3	100;0;0	8.3	False		ENSG00000080709	ENSG00000080709	HGNC:6291													
KIF1A	gene	KIF1A	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spastic paraplegia 30, autosomal dominant, OMIM:610357;Spastic paraplegia 30, autosomal recessive, OMIM:610357;NESCAV syndrome, OMIM:614255				22258533;28332297;25265257;26125038;26354034;31805580;32096284;32737135;32746806;34121983;https://doi.org/10.1016/j.ejpn.2017.04.926		False	3	100;0;0	8.3	False		ENSG00000130294	ENSG00000130294	HGNC:888													
KIF1C	gene	KIF1C	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spastic ataxia 2, autosomal recessive, OMIM:611302				24319291;24482476;24808017;29544888;31413903		False	3	0;0;0	8.3	False		ENSG00000129250	ENSG00000129250	HGNC:6317													
LAMA1	gene	LAMA1	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Poretti-Boltshauser syndrome OMIM:615960;ataxia - intellectual disability - oculomotor apraxia - cerebellar cysts syndrome MONDO:0014419				25105227		False	3	100;0;0	8.3	False		ENSG00000101680	ENSG00000101680	HGNC:6481													
LARGE1	gene	LARGE1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type				17436019, 24709677		False	3	0;0;0	8.3	False		ENSG00000133424	ENSG00000133424	HGNC:6511													
LARS2	gene	LARS2	Expert list;Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Perrault syndrome 4, OMIM:615300				29205794;32423379;30737337		False	3	100;0;0	8.3	False		ENSG00000011376	ENSG00000011376	HGNC:17095													
LETM1	gene	LETM1	Expert Review;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Neurodegeneration, childhood-onset, with multisystem involvement due to mitochondrial dysfunction, OMIM:620089				36055214;33815143		False	3	100;0;0	8.3	False		ENSG00000168924	ENSG00000168924	HGNC:6556													
MAG	gene	MAG	Expert Review Green;Literature;London North GLH;NHS GMS;Yorkshire and North East GLH	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spastic paraplegia 75, autosomal recessive, OMIM:616680				24482476;26179919;31402626;32629324;32340215		False	3	60;40;0	8.3	False		ENSG00000105695	ENSG00000105695	HGNC:6783													
MAPK8IP3	gene	MAPK8IP3	Expert Review Green;NHS GMS;Wessex and West Midlands GLH	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Neurodevelopmental disorder with or without variable brain abnormalities, OMIM:618443				30612693;30945334		False	3	67;33;0	8.3	False		ENSG00000138834	ENSG00000138834	HGNC:6884													
MARS2	gene	MARS2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spastic ataxia 3, autosomal recessive				PubMed: 22448145		False	3	0;0;0	8.3	False		ENSG00000247626	ENSG00000247626	HGNC:25133													
MINPP1	gene	MINPP1	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia				33257696;33168985		False	3	100;0;0	8.3	False		ENSG00000107789	ENSG00000107789	HGNC:7102													
MMACHC	gene	MMACHC	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Ataxia and hypogonadism;Methylmalonic aciduria and homocystinuria, cblC type, 277400				26283149		False	3	0;0;0	8.3	False		ENSG00000132763	ENSG00000132763	HGNC:24525													
MORC2	gene	MORC2	Expert list;Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Axonal type CMT disease type 2Z, 616688				28402445;27794525		False	3	100;0;0	8.3	False		ENSG00000133422	ENSG00000133422	HGNC:23573													
MRE11	gene	MRE11	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Ataxia-telangiectasia-like disorder;Ataxia-Telangiectasia-Like Disorder						False	3	0;0;0	8.3	False		ENSG00000020922	ENSG00000020922	HGNC:7230													
MSTO1	gene	MSTO1	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Myopathy, mitochondrial, and ataxia OMIM:617675;mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome MONDO:0044714				28554942;28544275;31604776;31463572;31130378;30684668;29339779;37431817		False	3	100;0;0	8.3	False		ENSG00000125459	ENSG00000125459	HGNC:29678													
MT-ATP6	gene	MT-ATP6	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MITOCHONDRIAL	Neuropathy, Ataxia, and Retinitis Pigmentosa						False	3	0;0;0	8.3	False		ENSG00000198899	ENSG00000198899	HGNC:7414													
MTCL1	gene	MTCL1	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	slowly progressive cerebellar ataxia;mild intellectual disability;seizures;episodic pain;spinocerebellar ataxia				30548255;28283581;32961396		False	3	100;0;0	8.3	False		ENSG00000168502	ENSG00000168502	HGNC:29121													
MTFMT	gene	MTFMT	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Combined oxidative phosphorylation deficiency 15 OMIM:614947;combined oxidative phosphorylation defect type 15 MONDO:0013987;Mitochondrial complex I deficiency, nuclear type 27 OMIM:618248;mitochondrial complex 1 deficiency, nuclear type 27 MONDO:0032631				26060307;24461907;21907147		False	3	100;0;0	8.3	False		ENSG00000103707	ENSG00000103707	HGNC:29666													
MTTP	gene	MTTP	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Abetalipoproteinemia, 200100						False	3	0;0;0	8.3	False		ENSG00000138823	ENSG00000138823	HGNC:7467													
MVK	gene	MVK	Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Mevalonic aciduria, OMIM:610377				12563048;10401001;28095071;24896178;26503795		False	3	100;0;0	8.3	False		ENSG00000110921	ENSG00000110921	HGNC:7530													
NAXE	gene	NAXE	Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Encephalopathy, progressive, early-onset, with brain edema and/or leukoencephalopathy, OMIM:617186				27616477;27122014;27290639;30022751;31758406;31745726;39455596		False	3	100;0;0	8.3	False		ENSG00000163382	ENSG00000163382	HGNC:18453													
NFASC	gene	NFASC	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Neurodevelopmental disorder with central and peripheral motor dysfunction, OMIM:618356;neurodevelopmental disorder with central and peripheral motor dysfunction, MONDO:0032698				30850329;31608123;31501903		False	3	100;0;0	8.3	False		ENSG00000163531	ENSG00000163531	HGNC:29866													
NHLRC1	gene	NHLRC1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Epilepsy, progressive myoclonic 2B (Lafora)				12958597;15781812		False	3	0;0;0	8.3	False		ENSG00000187566	ENSG00000187566	HGNC:21576													
NKX2-1	gene	NKX2-1	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Choreoathetosis, hypothyroidism, and neonatal respiratory distress OMIM;hereditary progressive chorea without dementia MONDO:0021011:610978;brain-lung-thyroid syndrome MONDO:0012593;Chorea, hereditary benign OMIM:118700				10931427;27066577;26839702;26103969		False	3	100;0;0	8.3	False		ENSG00000136352	ENSG00000136352	HGNC:11825													
NKX6-2	gene	NKX6-2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy, OMIM:617560				15601927;28575651		False	3	0;0;0	8.3	False		ENSG00000148826	ENSG00000148826	HGNC:19321													
NPC1	gene	NPC1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Niemann-Pick disease types C1 and D (#257220)						False	3	0;0;0	8.3	False		ENSG00000141458	ENSG00000141458	HGNC:7897													
NPC2	gene	NPC2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Niemann-Pick disease type C2, 607625						False	3	0;0;0	8.3	False		ENSG00000119655	ENSG00000119655	HGNC:14537													
NPTX1	gene	NPTX1	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 50, OMIM:620158				34788392;35285082;35288776;35560436		False	3	100;0;0	8.3	False	Loss-of-function variants (as defined in pop up message) DO NOT cause this phenotype - please provide details in the comments	ENSG00000171246	ENSG00000171246	HGNC:7952													
NUS1	gene	NUS1	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	hereditary ataxia, MONDO:0100309				31656175;32485575;32959737;33731878;38291835		False	3	100;0;0	8.3	False		ENSG00000153989	ENSG00000153989	HGNC:21042													
OGDHL	gene	OGDHL	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Yoon-Bellen neurodevelopmental syndrome, OMIM:619701				28017472;34800363		False	3	100;0;0	8.3	False		ENSG00000197444	ENSG00000197444	HGNC:25590													
OPA1	gene	OPA1	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Optic atrophy 1, OMIM:165500;Optic atrophy plus syndrome, OMIM:125250;Behr syndrome, OMIM:210000				28494813;27150940;24970096;11017079;11017080;17722006;25012220		False	3	100;0;0	8.3	False		ENSG00000198836	ENSG00000198836	HGNC:8140													
OPA3	gene	OPA3	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Costeff syndrome;3-methylglutaconic aciduria, type III, 258501				25201222;25657044;11668429;20301646;24944951		False	3	0;0;0	8.3	False		ENSG00000125741	ENSG00000125741	HGNC:8142													
OPHN1	gene	OPHN1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			X-LINKED: hemizygous mutation in males, monoallelic mutations in females may cause disease (may be less severe, later onset than males)	XLMR with Cerebellar Hypoplasia and Distinctive Facial Appearance;Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance, 300486;Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance						False	3	0;0;0	8.3	False		ENSG00000079482	ENSG00000079482	HGNC:8148													
PAX6	gene	PAX6	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Aniridia, Cerebellar Ataxia, And Mental Retardation						False	3	0;0;0	8.3	False		ENSG00000007372	ENSG00000007372	HGNC:8620													
PDYN	gene	PDYN	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Spinocerebellar ataxia 23						False	3	0;0;0	8.3	False		ENSG00000101327	ENSG00000101327	HGNC:8820													
PEX16	gene	PEX16	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Zellweger syndrome (614876);Peroxisome biogenesis disorder 8B (#614877)   infantile progressive ataxia and spastic paresis						False	3	0;0;0	8.3	False		ENSG00000121680	ENSG00000121680	HGNC:8857													
PEX6	gene	PEX6	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Peroxisome biogenesis disorder 4B, OMIM:614863				25655951;29220678		False	3	100;0;0	8.3	False	Other	ENSG00000124587	ENSG00000124587	HGNC:8859													
PI4KA	gene	PI4KA	Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Polymicrogyria, perisylvian, with cerebellar hypoplasia and arthrogryposis, OMIM:616531				25855803;34415322;34415310		False	3	100;0;0	8.3	False		ENSG00000241973	ENSG00000241973	HGNC:8983													
PITRM1	gene	PITRM1	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Ataxia;Intellectual disability				26697887;29764912;29383861		False	3	100;0;0	8.3	False		ENSG00000107959	ENSG00000107959	HGNC:17663													
PLA2G6	gene	PLA2G6	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Infantile neuroaxonal dystrophy 1 (#256600);Parkinson disease 14 (#612953);Neurodegeneration with brain iron accumulation 2B (#610217)						False	3	0;0;0	8.3	False		ENSG00000184381	ENSG00000184381	HGNC:9039													
PMPCA	gene	PMPCA	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 2  213200  AR;Non-progressive cerebellar ataxia   recessive variants identified in 17 patients from four different families.				PubMed: 10528257, 25808372		False	3	0;0;0	8.3	False		ENSG00000165688	ENSG00000165688	HGNC:18667													
PMPCB	gene	PMPCB	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Multiple mitochondrial dysfunctions syndrome 6 OMIM:617954;multiple mitochondrial dysfunctions syndrome 6 MONDO:0054785				29576218		False	3	100;0;0	8.3	False		ENSG00000105819	ENSG00000105819	HGNC:9119													
PNKP	gene	PNKP	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Ataxia with oculomotor apraxia 4 (#616267)						False	3	0;0;0	8.3	False		ENSG00000039650	ENSG00000039650	HGNC:9154													
PNPLA6	gene	PNPLA6	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, hypogonadotropic hypogonadism and chorioretinal dystrophy (Boucher-Neuhauser syndrome, #215470);Oliver-McFarlane syndrome (#603197);Autosomal recessive spastic paraplegia 39 (#612020), ataxia seen in some patients						False	3	0;0;0	8.3	False		ENSG00000032444	ENSG00000032444	HGNC:16268													
PNPT1	gene	PNPT1	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Spinocerebellar ataxia 25, OMIM:608703				14705117;35411967;37935417		False	3	100;0;0	8.3	False		ENSG00000138035	ENSG00000138035	HGNC:23166													
POLG	gene	POLG	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Mitochondrial recessive ataxia syndrome (includes SANDO and SCAE)						False	3	0;0;0	8.3	False		ENSG00000140521	ENSG00000140521	HGNC:9179													
POLR3A	gene	POLR3A	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism;Autosomal Recessive Ataxia				25655951;21855841		False	3	0;0;0	8.3	False		ENSG00000148606	ENSG00000148606	HGNC:30074													
POLR3B	gene	POLR3B	Expert list;Expert Review Green;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BOTH monoallelic and biallelic, autosomal or pseudoautosomal	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism, OMIM:614381;POLR3B-related neurodevelopmental disorder;Ataxia, spasticity, and demyelinating neuropathy				22036171;18851904;22036172;24190003;25339210;26204956;27159321;32319736;33417887		False	3	100;0;0	8.3	False		ENSG00000013503	ENSG00000013503	HGNC:30348													
POMGNT1	gene	POMGNT1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Congenital Muscular Dystrophy, alpha-dystroglycan related;Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type				11709191, 15236414		False	3	0;0;0	8.3	False		ENSG00000085998	ENSG00000085998	HGNC:19139													
POMGNT2	gene	POMGNT2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies type				22958903		False	3	0;0;0	8.3	False		ENSG00000144647	ENSG00000144647	HGNC:25902													
POMT1	gene	POMT1	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type A, 1  236670				12369018		False	3	0;0;0	8.3	False		ENSG00000130714	ENSG00000130714	HGNC:9202													
POMT2	gene	POMT2	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Muscular dystrophy-dystroglycanopathy (congenital with brain and eye anomalies), type				15894594		False	3	0;0;0	8.3	False		ENSG00000009830	ENSG00000009830	HGNC:19743													
POU4F1	gene	POU4F1	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, NOT imprinted	Ataxia, intention tremor, and hypotonia syndrome, childhood-onset, OMIM:619352				33783914;8876243		False	3	100;0;0	8.3	False		ENSG00000152192	ENSG00000152192	HGNC:9218													
PRDM13	gene	PRDM13	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Pontocerebellar hypoplasia, type 17, OMIM:619909;Cerebellar dysfunction, impaired intellectual development, and hypogonadotropic hypogonadism, OMIM:619761				35390279;34730112		False	3	100;0;0	8.3	False		ENSG00000112238	ENSG00000112238	HGNC:13998													
PRDX3	gene	PRDX3	Expert Review Green;Literature;NHS GMS	Ataxia and cerebellar anomalies - narrow panel			BIALLELIC, autosomal or pseudoautosomal	Spinocerebellar ataxia, autosomal recessive 32, OMIM:619862				33889951;35766882		False	3	100;0;0	8.3	False		ENSG00000165672	ENSG00000165672	HGNC:9354													
PRKCG	gene	PRKCG	Expert Review Green	Ataxia and cerebellar anomalies - narrow panel			MONOALLELIC, autosomal or pseudoautosomal, imprinted status unknown	Spinocerebellar ataxia 14						False	3	0;0;0	8.3	False		ENSG00000126583	ENSG00000126583	HGNC:9402													
